Landscape;Category;Transect_type;Species;Indiv
5561;PL.LRD;Big road;Lycaena phlaeas;2
5561;PL.LRD;Big road;Pieris napi;3
5561;PL.LRD;Big road;Thymelicus lineola;7
5561;PL.LRD;Pasture;Aphantopus hyperantus;4
5561;PL.LRD;Pasture;Coenonympha arcania;7
5561;PL.LRD;Pasture;Gonepteryx rhamni;1
5561;PL.LRD;Pasture;Lycaena phlaeas;1
5561;PL.LRD;Pasture;Pieris brassicae;1
5561;PL.LRD;Pasture;Pieris napi;1
5561;PL.LRD;Pasture;Pieris rapae;1
5561;PL.LRD;Pasture;Plebejus argus;1
5561;PL.LRD;Pasture;Polyommatus amandus;1
5561;PL.LRD;Pasture;Thymelicus lineola;2
5561;PL.LRD;Powerline;Aglais urticae;1
5561;PL.LRD;Powerline;Aphantopus hyperantus;3
5561;PL.LRD;Powerline;Argynnis adippe;5
5561;PL.LRD;Powerline;Boloria selene;2
5561;PL.LRD;Powerline;Brenthis ino;3
5561;PL.LRD;Powerline;Coenonympha arcania;20
5561;PL.LRD;Powerline;Inachis io;1
5561;PL.LRD;Powerline;Leptidea sinapis/reali;3
5561;PL.LRD;Powerline;Melitaea athalia;1
5561;PL.LRD;Powerline;Ochlodes sylvanus;2
5561;PL.LRD;Powerline;Pieris napi;7
5561;PL.LRD;Powerline;Plebejus argus;4
5561;PL.LRD;Powerline;Plebejus idas;4
5561;PL.LRD;Powerline;Plebejus optilete;1
5561;PL.LRD;Powerline;Polyommatus icarus;2
5561;PL.LRD;Powerline;Thymelicus lineola;9
5561;PL.LRD;Small road;Aglais urticae;5
5561;PL.LRD;Small road;Aphantopus hyperantus;10
5561;PL.LRD;Small road;Brenthis ino;1
5561;PL.LRD;Small road;Coenonympha arcania;5
5561;PL.LRD;Small road;Gonepteryx rhamni;2
5561;PL.LRD;Small road;Lycaena phlaeas;2
5561;PL.LRD;Small road;Pieris brassicae;3
5561;PL.LRD;Small road;Pieris napi;7
5561;PL.LRD;Small road;Pieris rapae;1
5561;PL.LRD;Small road;Thymelicus lineola;9
5683;NoPL.LRD;Big road;Inachis io;1
5683;NoPL.LRD;Big road;Pieris napi;2
5683;NoPL.LRD;Big road;Thymelicus lineola;4
5683;NoPL.LRD;Pasture;Aphantopus hyperantus;8
5683;NoPL.LRD;Pasture;Coenonympha arcania;11
5683;NoPL.LRD;Pasture;Gonepteryx rhamni;1
5683;NoPL.LRD;Pasture;Leptidea sinapis/reali;1
5683;NoPL.LRD;Pasture;Pieris rapae;1
5683;NoPL.LRD;Pasture;Polyommatus amandus;1
5683;NoPL.LRD;Pasture;Thymelicus lineola;8
5683;NoPL.LRD;Pasture;Vanessa cardui;1
5683;NoPL.LRD;Small road;Aglais urticae;7
5683;NoPL.LRD;Small road;Aphantopus hyperantus;2
5683;NoPL.LRD;Small road;Argynnis aglaja;2
5683;NoPL.LRD;Small road;Pieris brassicae;3
5683;NoPL.LRD;Small road;Pieris napi;4
5683;NoPL.LRD;Small road;Polyommatus semiargus;1
5683;NoPL.LRD;Small road;Thymelicus lineola;15
5683;NoPL.LRD;Small road;Zygaena filipendulae;1
5798;PL.HRD;Between fields;Aglais urticae;3
5798;PL.HRD;Between fields;Aphantopus hyperantus;25
5798;PL.HRD;Between fields;Coenonympha arcania;3
5798;PL.HRD;Between fields;Inachis io;2
5798;PL.HRD;Between fields;Pieris napi;2
5798;PL.HRD;Big road;Aphantopus hyperantus;5
5798;PL.HRD;Big road;Coenonympha arcania;1
5798;PL.HRD;Big road;Pieris napi;1
5798;PL.HRD;Pasture;Aphantopus hyperantus;4
5798;PL.HRD;Pasture;Coenonympha arcania;3
5798;PL.HRD;Pasture;Pieris napi;2
5798;PL.HRD;Pasture;Thymelicus lineola;1
5798;PL.HRD;Powerline;Aglais urticae;2
5798;PL.HRD;Powerline;Aphantopus hyperantus;37
5798;PL.HRD;Powerline;Argynnis paphia;1
5798;PL.HRD;Powerline;Brenthis ino;3
5798;PL.HRD;Powerline;Coenonympha arcania;4
5798;PL.HRD;Powerline;Coenonympha pamphilus;1
5798;PL.HRD;Powerline;Inachis io;2
5798;PL.HRD;Powerline;Pieris napi;1
5798;PL.HRD;Powerline;Plebejus argus;1
5798;PL.HRD;Powerline;Plebejus idas;1
5798;PL.HRD;Powerline;Polyommatus amandus;3
5798;PL.HRD;Powerline;Polyommatus icarus;6
5798;PL.HRD;Powerline;Polyommatus semiargus;1
5798;PL.HRD;Powerline;Thecla betulae;2
5798;PL.HRD;Powerline;Thymelicus lineola;18
5798;PL.HRD;Small road;Aglais urticae;5
5798;PL.HRD;Small road;Aphantopus hyperantus;8
5798;PL.HRD;Small road;Coenonympha arcania;5
5798;PL.HRD;Small road;Inachis io;1
5798;PL.HRD;Small road;Pieris napi;3
5798;PL.HRD;Small road;Pieris rapae;3
5798;PL.HRD;Small road;Plebejus argus;2
5798;PL.HRD;Small road;Polyommatus amandus;2
5798;PL.HRD;Small road;Polyommatus semiargus;1
5798;PL.HRD;Small road;Thymelicus lineola;9
5834;PL.LRD;Between fields;Aphantopus hyperantus;7
5834;PL.LRD;Between fields;Coenonympha pamphilus;1
5834;PL.LRD;Between fields;Inachis io;6
5834;PL.LRD;Between fields;Pieris napi;2
5834;PL.LRD;Between fields;Thymelicus lineola;3
5834;PL.LRD;Big road;Aglais urticae;2
5834;PL.LRD;Big road;Aphantopus hyperantus;8
5834;PL.LRD;Big road;Boloria selene;1
5834;PL.LRD;Big road;Coenonympha arcania;1
5834;PL.LRD;Big road;Coenonympha pamphilus;1
5834;PL.LRD;Big road;Gonepteryx rhamni;1
5834;PL.LRD;Big road;Ochlodes sylvanus;2
5834;PL.LRD;Big road;Thymelicus lineola;1
5834;PL.LRD;Pasture;Aglais urticae;1
5834;PL.LRD;Pasture;Aphantopus hyperantus;8
5834;PL.LRD;Pasture;Aricia artaxerxes;1
5834;PL.LRD;Pasture;Brenthis ino;3
5834;PL.LRD;Pasture;Coenonympha arcania;2
5834;PL.LRD;Pasture;Coenonympha pamphilus;2
5834;PL.LRD;Pasture;Ochlodes sylvanus;1
5834;PL.LRD;Pasture;Polyommatus amandus;1
5834;PL.LRD;Powerline;Aglais urticae;1
5834;PL.LRD;Powerline;Aphantopus hyperantus;2
5834;PL.LRD;Powerline;Argynnis adippe;1
5834;PL.LRD;Powerline;Brenthis ino;2
5834;PL.LRD;Powerline;Coenonympha arcania;2
5834;PL.LRD;Powerline;Coenonympha pamphilus;4
5834;PL.LRD;Powerline;Hesperia comma;1
5834;PL.LRD;Powerline;Inachis io;9
5834;PL.LRD;Powerline;Issoria lathonia;1
5834;PL.LRD;Powerline;Pieris napi;3
5834;PL.LRD;Powerline;Plebejus argus;1
5834;PL.LRD;Small road;Anthocharis cardamines;1
5834;PL.LRD;Small road;Aphantopus hyperantus;17
5834;PL.LRD;Small road;Argynnis aglaja;1
5834;PL.LRD;Small road;Aricia artaxerxes;3
5834;PL.LRD;Small road;Brenthis ino;4
5834;PL.LRD;Small road;Coenonympha arcania;3
5834;PL.LRD;Small road;Coenonympha pamphilus;4
5834;PL.LRD;Small road;Gonepteryx rhamni;4
5834;PL.LRD;Small road;Inachis io;1
5834;PL.LRD;Small road;Leptidea sinapis/reali;2
5834;PL.LRD;Small road;Ochlodes sylvanus;3
5834;PL.LRD;Small road;Pieris brassicae;1
5834;PL.LRD;Small road;Polyommatus amandus;2
5834;PL.LRD;Small road;Thymelicus lineola;3
5847;NoPL.LRD;Big road;Aglais urticae;11
5847;NoPL.LRD;Big road;Aphantopus hyperantus;14
5847;NoPL.LRD;Big road;Argynnis paphia;1
5847;NoPL.LRD;Big road;Brenthis ino;3
5847;NoPL.LRD;Big road;Carterocephalus silvicola;1
5847;NoPL.LRD;Big road;Coenonympha pamphilus;1
5847;NoPL.LRD;Big road;Gonepteryx rhamni;1
5847;NoPL.LRD;Big road;Inachis io;2
5847;NoPL.LRD;Big road;Lasiommata maera;7
5847;NoPL.LRD;Big road;Ochlodes sylvanus;1
5847;NoPL.LRD;Big road;Pieris napi;1
5847;NoPL.LRD;Big road;Polyommatus icarus;2
5847;NoPL.LRD;Big road;Thymelicus lineola;2
5847;NoPL.LRD;Pasture;Aphantopus hyperantus;8
5847;NoPL.LRD;Pasture;Argynnis paphia;11
5847;NoPL.LRD;Pasture;Coenonympha arcania;4
5847;NoPL.LRD;Pasture;Coenonympha pamphilus;5
5847;NoPL.LRD;Pasture;Gonepteryx rhamni;3
5847;NoPL.LRD;Pasture;Hesperia comma;1
5847;NoPL.LRD;Pasture;Inachis io;3
5847;NoPL.LRD;Pasture;Lasiommata maera;4
5847;NoPL.LRD;Pasture;Maniola jurtina;4
5847;NoPL.LRD;Pasture;Ochlodes sylvanus;3
5847;NoPL.LRD;Pasture;Pieris brassicae;1
5847;NoPL.LRD;Pasture;Polygonia c-album;2
5847;NoPL.LRD;Pasture;Zygaena lonicerae;1
5847;NoPL.LRD;Pasture;Zygaena viciae;1
5847;NoPL.LRD;Small road;Aphantopus hyperantus;13
5847;NoPL.LRD;Small road;Argynnis paphia;6
5847;NoPL.LRD;Small road;Erynnis tages;1
5847;NoPL.LRD;Small road;Gonepteryx rhamni;2
5847;NoPL.LRD;Small road;Lasiommata maera;10
5847;NoPL.LRD;Small road;Melitaea athalia;1
5847;NoPL.LRD;Small road;Pieris brassicae;1
5847;NoPL.LRD;Small road;Pieris napi;2
5847;NoPL.LRD;Small road;Polygonia c-album;2
5847;NoPL.LRD;Small road;Thymelicus lineola;1
6437;NoPL.LRD;Between fields;Aglais urticae;1
6437;NoPL.LRD;Between fields;Aphantopus hyperantus;10
6437;NoPL.LRD;Between fields;Brenthis ino;1
6437;NoPL.LRD;Between fields;Coenonympha arcania;2
6437;NoPL.LRD;Between fields;Pieris napi;1
6437;NoPL.LRD;Between fields;Pieris rapae;1
6437;NoPL.LRD;Between fields;Thymelicus lineola;2
6437;NoPL.LRD;Big road;Aphantopus hyperantus;3
6437;NoPL.LRD;Big road;Polyommatus amandus;1
6437;NoPL.LRD;Big road;Polyommatus icarus;1
6437;NoPL.LRD;Pasture;Aglais urticae;1
6437;NoPL.LRD;Pasture;Aphantopus hyperantus;5
6437;NoPL.LRD;Pasture;Coenonympha arcania;4
6437;NoPL.LRD;Pasture;Coenonympha pamphilus;1
6437;NoPL.LRD;Pasture;Glaucopsyche alexis;1
6437;NoPL.LRD;Pasture;Gonepteryx rhamni;2
6437;NoPL.LRD;Pasture;Inachis io;2
6437;NoPL.LRD;Pasture;Lycaena hippothoe;1
6437;NoPL.LRD;Pasture;Melitaea athalia;3
6437;NoPL.LRD;Pasture;Pieris brassicae;2
6437;NoPL.LRD;Pasture;Pieris napi;5
6437;NoPL.LRD;Pasture;Pieris rapae;1
6437;NoPL.LRD;Pasture;Polyommatus amandus;1
6437;NoPL.LRD;Pasture;Polyommatus icarus;2
6437;NoPL.LRD;Pasture;Thymelicus lineola;3
6437;NoPL.LRD;Small road;Pieris napi;11
6836;NoPL.HRD;Between fields;Aphantopus hyperantus;12
6836;NoPL.HRD;Between fields;Inachis io;2
6836;NoPL.HRD;Between fields;Ochlodes sylvanus;1
6836;NoPL.HRD;Between fields;Pieris napi;4
6836;NoPL.HRD;Between fields;Thymelicus lineola;1
6836;NoPL.HRD;Big road;Aphantopus hyperantus;8
6836;NoPL.HRD;Pasture;Aphantopus hyperantus;12
6836;NoPL.HRD;Pasture;Coenonympha arcania;3
6836;NoPL.HRD;Pasture;Coenonympha pamphilus;2
6836;NoPL.HRD;Pasture;Inachis io;2
6836;NoPL.HRD;Pasture;Lasiommata maera;2
6836;NoPL.HRD;Pasture;Ochlodes sylvanus;3
6836;NoPL.HRD;Pasture;Polyommatus icarus;2
6836;NoPL.HRD;Pasture;Thymelicus lineola;1
6836;NoPL.HRD;Small road;Aphantopus hyperantus;1
6836;NoPL.HRD;Small road;Callophrys rubi;1
6836;NoPL.HRD;Small road;Coenonympha arcania;2
6836;NoPL.HRD;Small road;Lasiommata maera;1
6836;NoPL.HRD;Small road;Leptidea sinapis/reali;2
6836;NoPL.HRD;Small road;Lycaena phlaeas;1
7073;NoPL.LRD;Between fields;Aglais urticae;2
7073;NoPL.LRD;Between fields;Aphantopus hyperantus;23
7073;NoPL.LRD;Between fields;Coenonympha arcania;1
7073;NoPL.LRD;Between fields;Inachis io;1
7073;NoPL.LRD;Between fields;Pieris napi;3
7073;NoPL.LRD;Between fields;Polyommatus amandus;1
7073;NoPL.LRD;Between fields;Polyommatus icarus;2
7073;NoPL.LRD;Big road;Aphantopus hyperantus;7
7073;NoPL.LRD;Big road;Coenonympha arcania;1
7073;NoPL.LRD;Big road;Inachis io;1
7073;NoPL.LRD;Big road;Thymelicus lineola;2
7073;NoPL.LRD;Pasture;Aphantopus hyperantus;36
7073;NoPL.LRD;Pasture;Brenthis ino;1
7073;NoPL.LRD;Pasture;Coenonympha arcania;11
7073;NoPL.LRD;Pasture;Inachis io;1
7073;NoPL.LRD;Pasture;Lasiommata maera;1
7073;NoPL.LRD;Pasture;Pieris napi;2
7073;NoPL.LRD;Pasture;Plebejus argus;3
7073;NoPL.LRD;Pasture;Thymelicus lineola;8
7073;NoPL.LRD;Pasture;Zygaena viciae;3
7073;NoPL.LRD;Small road;Aphantopus hyperantus;31
7073;NoPL.LRD;Small road;Argynnis aglaja;4
7073;NoPL.LRD;Small road;Argynnis paphia;2
7073;NoPL.LRD;Small road;Boloria selene;1
7073;NoPL.LRD;Small road;Coenonympha arcania;9
7073;NoPL.LRD;Small road;Glaucopsyche alexis;1
7073;NoPL.LRD;Small road;Gonepteryx rhamni;5
7073;NoPL.LRD;Small road;Inachis io;3
7073;NoPL.LRD;Small road;Issoria lathonia;1
7073;NoPL.LRD;Small road;Lasiommata maera;4
7073;NoPL.LRD;Small road;Pieris brassicae;1
7073;NoPL.LRD;Small road;Pieris napi;8
7073;NoPL.LRD;Small road;Polygonia c-album;1
7073;NoPL.LRD;Small road;Polyommatus amandus;2
7073;NoPL.LRD;Small road;Thecla betulae;1
7073;NoPL.LRD;Small road;Thymelicus lineola;3
7073;NoPL.LRD;Small road;Zygaena viciae;3
7080;PL.HRD;Between fields;Aphantopus hyperantus;4
7080;PL.HRD;Between fields;Coenonympha arcania;2
7080;PL.HRD;Between fields;Pieris napi;3
7080;PL.HRD;Big road;Aphantopus hyperantus;3
7080;PL.HRD;Big road;Coenonympha arcania;3
7080;PL.HRD;Pasture;Aglais urticae;1
7080;PL.HRD;Pasture;Aphantopus hyperantus;7
7080;PL.HRD;Pasture;Argynnis paphia;1
7080;PL.HRD;Pasture;Coenonympha arcania;4
7080;PL.HRD;Pasture;Ochlodes sylvanus;2
7080;PL.HRD;Pasture;Pieris napi;3
7080;PL.HRD;Pasture;Pieris rapae;1
7080;PL.HRD;Powerline;Aphantopus hyperantus;15
7080;PL.HRD;Powerline;Argynnis adippe;2
7080;PL.HRD;Powerline;Aricia artaxerxes;1
7080;PL.HRD;Powerline;Boloria selene;4
7080;PL.HRD;Powerline;Brenthis ino;2
7080;PL.HRD;Powerline;Coenonympha arcania;16
7080;PL.HRD;Powerline;Leptidea sinapis/reali;1
7080;PL.HRD;Powerline;Polyommatus icarus;2
7080;PL.HRD;Powerline;Polyommatus semiargus;4
7080;PL.HRD;Powerline;Thymelicus lineola;2
7080;PL.HRD;Powerline;Zygaena viciae;4
7080;PL.HRD;Small road;Aphantopus hyperantus;3
7080;PL.HRD;Small road;Argynnis adippe;1
7080;PL.HRD;Small road;Boloria selene;1
7080;PL.HRD;Small road;Lasiommata maera;4
7080;PL.HRD;Small road;Ochlodes sylvanus;1
7080;PL.HRD;Small road;Pieris rapae;1
7080;PL.HRD;Small road;Polyommatus icarus;2
7103;PL.HRD;Between fields;Aglais urticae;5
7103;PL.HRD;Between fields;Aphantopus hyperantus;8
7103;PL.HRD;Between fields;Coenonympha arcania;1
7103;PL.HRD;Between fields;Gonepteryx rhamni;1
7103;PL.HRD;Between fields;Pieris brassicae;14
7103;PL.HRD;Between fields;Pieris napi;9
7103;PL.HRD;Between fields;Pieris rapae;1
7103;PL.HRD;Between fields;Thymelicus lineola;7
7103;PL.HRD;Big road;Aglais urticae;2
7103;PL.HRD;Big road;Aphantopus hyperantus;9
7103;PL.HRD;Big road;Pieris napi;2
7103;PL.HRD;Big road;Thymelicus lineola;1
7103;PL.HRD;Big road;Vanessa cardui;1
7103;PL.HRD;Pasture;Aglais urticae;2
7103;PL.HRD;Pasture;Aphantopus hyperantus;8
7103;PL.HRD;Pasture;Callophrys rubi;1
7103;PL.HRD;Pasture;Inachis io;1
7103;PL.HRD;Pasture;Pieris brassicae;1
7103;PL.HRD;Pasture;Polyommatus semiargus;1
7103;PL.HRD;Powerline;Aglais urticae;5
7103;PL.HRD;Powerline;Aphantopus hyperantus;17
7103;PL.HRD;Powerline;Argynnis aglaja;1
7103;PL.HRD;Powerline;Argynnis paphia;4
7103;PL.HRD;Powerline;Aricia artaxerxes;2
7103;PL.HRD;Powerline;Boloria selene;2
7103;PL.HRD;Powerline;Brenthis ino;3
7103;PL.HRD;Powerline;Coenonympha arcania;10
7103;PL.HRD;Powerline;Gonepteryx rhamni;7
7103;PL.HRD;Powerline;Inachis io;1
7103;PL.HRD;Powerline;Lasiommata maera;1
7103;PL.HRD;Powerline;Lycaena phlaeas;3
7103;PL.HRD;Powerline;Melitaea athalia;3
7103;PL.HRD;Powerline;Ochlodes sylvanus;1
7103;PL.HRD;Powerline;Plebejus argus;10
7103;PL.HRD;Powerline;Plebejus idas;10
7103;PL.HRD;Powerline;Plebejus optilete;3
7103;PL.HRD;Powerline;Polyommatus amandus;1
7103;PL.HRD;Powerline;Thymelicus lineola;3
7103;PL.HRD;Small road;Aphantopus hyperantus;5
7103;PL.HRD;Small road;Argynnis aglaja;1
7103;PL.HRD;Small road;Argynnis paphia;1
7103;PL.HRD;Small road;Pieris napi;1
7411;NoPL.LRD;Between fields;Aphantopus hyperantus;12
7411;NoPL.LRD;Between fields;Brenthis ino;1
7411;NoPL.LRD;Between fields;Gonepteryx rhamni;1
7411;NoPL.LRD;Between fields;Inachis io;2
7411;NoPL.LRD;Between fields;Pieris napi;4
7411;NoPL.LRD;Between fields;Thymelicus lineola;2
7411;NoPL.LRD;Big road;Aphantopus hyperantus;7
7411;NoPL.LRD;Big road;Argynnis paphia;1
7411;NoPL.LRD;Big road;Coenonympha arcania;4
7411;NoPL.LRD;Big road;Polyommatus semiargus;1
7411;NoPL.LRD;Pasture;Aphantopus hyperantus;10
7411;NoPL.LRD;Pasture;Argynnis paphia;1
7411;NoPL.LRD;Pasture;Aricia artaxerxes;1
7411;NoPL.LRD;Pasture;Brenthis ino;1
7411;NoPL.LRD;Pasture;Coenonympha arcania;7
7411;NoPL.LRD;Pasture;Glaucopsyche alexis;1
7411;NoPL.LRD;Pasture;Inachis io;1
7411;NoPL.LRD;Pasture;Lasiommata maera;1
7411;NoPL.LRD;Pasture;Melitaea athalia;1
7411;NoPL.LRD;Pasture;Ochlodes sylvanus;1
7411;NoPL.LRD;Pasture;Polyommatus amandus;5
7411;NoPL.LRD;Pasture;Thymelicus lineola;3
7411;NoPL.LRD;Pasture;Zygaena viciae;3
7411;NoPL.LRD;Small road;Lasiommata maera;1
8329;NoPL.LRD;Between fields;Aglais urticae;2
8329;NoPL.LRD;Between fields;Aphantopus hyperantus;16
8329;NoPL.LRD;Between fields;Argynnis aglaja;1
8329;NoPL.LRD;Between fields;Coenonympha arcania;1
8329;NoPL.LRD;Between fields;Coenonympha pamphilus;1
8329;NoPL.LRD;Between fields;Inachis io;3
8329;NoPL.LRD;Between fields;Leptidea sinapis/reali;1
8329;NoPL.LRD;Between fields;Pieris napi;2
8329;NoPL.LRD;Between fields;Pieris rapae;1
8329;NoPL.LRD;Between fields;Thymelicus lineola;2
8329;NoPL.LRD;Big road;Aglais urticae;1
8329;NoPL.LRD;Big road;Aphantopus hyperantus;10
8329;NoPL.LRD;Big road;Coenonympha arcania;1
8329;NoPL.LRD;Big road;Lasiommata maera;3
8329;NoPL.LRD;Big road;Pieris napi;3
8329;NoPL.LRD;Big road;Polygonia c-album;1
8329;NoPL.LRD;Big road;Thymelicus lineola;3
8329;NoPL.LRD;Pasture;Aphantopus hyperantus;44
8329;NoPL.LRD;Pasture;Brenthis ino;1
8329;NoPL.LRD;Pasture;Coenonympha arcania;8
8329;NoPL.LRD;Pasture;Lasiommata maera;2
8329;NoPL.LRD;Pasture;Polyommatus icarus;2
8329;NoPL.LRD;Pasture;Polyommatus semiargus;3
8329;NoPL.LRD;Small road;Aglais urticae;7
8329;NoPL.LRD;Small road;Aphantopus hyperantus;101
8329;NoPL.LRD;Small road;Coenonympha arcania;1
8337;NoPL.HRD;Between fields;Aglais urticae;3
8337;NoPL.HRD;Between fields;Aphantopus hyperantus;10
8337;NoPL.HRD;Between fields;Gonepteryx rhamni;1
8337;NoPL.HRD;Between fields;Pieris napi;5
8337;NoPL.HRD;Big road;Aphantopus hyperantus;3
8337;NoPL.HRD;Big road;Coenonympha arcania;1
8337;NoPL.HRD;Big road;Lasiommata maera;1
8337;NoPL.HRD;Big road;Pieris napi;4
8337;NoPL.HRD;Big road;Polyommatus amandus;1
8337;NoPL.HRD;Big road;Thymelicus lineola;2
8337;NoPL.HRD;Pasture;Aphantopus hyperantus;36
8337;NoPL.HRD;Pasture;Argynnis adippe;1
8337;NoPL.HRD;Pasture;Boloria selene;1
8337;NoPL.HRD;Pasture;Coenonympha arcania;12
8337;NoPL.HRD;Pasture;Cupido minimus;1
8337;NoPL.HRD;Pasture;Lasiommata maera;6
8337;NoPL.HRD;Pasture;Lycaena hippothoe;1
8337;NoPL.HRD;Pasture;Pieris napi;1
8337;NoPL.HRD;Pasture;Pieris rapae;2
8337;NoPL.HRD;Pasture;Polyommatus semiargus;1
8337;NoPL.HRD;Pasture;Thymelicus lineola;3
8337;NoPL.HRD;Small road;Aglais urticae;5
8337;NoPL.HRD;Small road;Aphantopus hyperantus;13
8337;NoPL.HRD;Small road;Argynnis aglaja;2
8337;NoPL.HRD;Small road;Boloria selene;2
8337;NoPL.HRD;Small road;Brenthis ino;2
8337;NoPL.HRD;Small road;Coenonympha arcania;3
8337;NoPL.HRD;Small road;Inachis io;1
8337;NoPL.HRD;Small road;Lasiommata maera;3
8337;NoPL.HRD;Small road;Lycaena phlaeas;1
8337;NoPL.HRD;Small road;Maniola jurtina;2
8337;NoPL.HRD;Small road;Ochlodes sylvanus;2
8337;NoPL.HRD;Small road;Pieris brassicae;3
8337;NoPL.HRD;Small road;Pieris napi;5
8337;NoPL.HRD;Small road;Plebejus argus;1
8337;NoPL.HRD;Small road;Polyommatus amandus;1
8337;NoPL.HRD;Small road;Polyommatus semiargus;1
8337;NoPL.HRD;Small road;Thymelicus lineola;3
8768;PL.LRD;Between fields;Aphantopus hyperantus;10
8768;PL.LRD;Between fields;Argynnis aglaja;2
8768;PL.LRD;Between fields;Argynnis paphia;1
8768;PL.LRD;Between fields;Gonepteryx rhamni;1
8768;PL.LRD;Between fields;Pieris brassicae;1
8768;PL.LRD;Between fields;Pieris napi;2
8768;PL.LRD;Between fields;Pieris rapae;1
8768;PL.LRD;Between fields;Polyommatus semiargus;1
8768;PL.LRD;Big road;Aglais urticae;4
8768;PL.LRD;Big road;Aphantopus hyperantus;27
8768;PL.LRD;Big road;Boloria selene;5
8768;PL.LRD;Big road;Gonepteryx rhamni;2
8768;PL.LRD;Big road;Lasiommata maera;2
8768;PL.LRD;Big road;Melitaea athalia;1
8768;PL.LRD;Big road;Pieris brassicae;2
8768;PL.LRD;Big road;Pieris napi;3
8768;PL.LRD;Big road;Polyommatus amandus;1
8768;PL.LRD;Pasture;Aglais urticae;1
8768;PL.LRD;Pasture;Aphantopus hyperantus;9
8768;PL.LRD;Pasture;Argynnis aglaja;3
8768;PL.LRD;Pasture;Coenonympha arcania;7
8768;PL.LRD;Pasture;Coenonympha pamphilus;1
8768;PL.LRD;Pasture;Issoria lathonia;3
8768;PL.LRD;Pasture;Lycaena phlaeas;1
8768;PL.LRD;Pasture;Melitaea athalia;4
8768;PL.LRD;Pasture;Ochlodes sylvanus;1
8768;PL.LRD;Pasture;Vanessa cardui;2
8768;PL.LRD;Powerline;Aglais urticae;1
8768;PL.LRD;Powerline;Aphantopus hyperantus;3
8768;PL.LRD;Powerline;Argynnis adippe;1
8768;PL.LRD;Powerline;Argynnis paphia;16
8768;PL.LRD;Powerline;Boloria selene;6
8768;PL.LRD;Powerline;Brenthis ino;4
8768;PL.LRD;Powerline;Coenonympha arcania;3
8768;PL.LRD;Powerline;Gonepteryx rhamni;11
8768;PL.LRD;Powerline;Inachis io;12
8768;PL.LRD;Powerline;Lasiommata maera;6
8768;PL.LRD;Powerline;Leptidea sinapis/reali;1
8768;PL.LRD;Powerline;Melitaea athalia;1
8768;PL.LRD;Powerline;Pieris brassicae;1
8768;PL.LRD;Powerline;Plebejus argus;12
8768;PL.LRD;Powerline;Plebejus idas;7
8768;PL.LRD;Powerline;Plebejus optilete;1
8768;PL.LRD;Powerline;Polyommatus amandus;2
8768;PL.LRD;Powerline;Thymelicus lineola;1
8768;PL.LRD;Powerline;Zygaena viciae;1
8768;PL.LRD;Small road;Aglais urticae;3
8768;PL.LRD;Small road;Aphantopus hyperantus;25
8768;PL.LRD;Small road;Argynnis paphia;1
8768;PL.LRD;Small road;Coenonympha arcania;1
8768;PL.LRD;Small road;Inachis io;6
8768;PL.LRD;Small road;Lasiommata maera;1
8768;PL.LRD;Small road;Ochlodes sylvanus;2
8768;PL.LRD;Small road;Pieris napi;1
8768;PL.LRD;Small road;Polyommatus semiargus;1
8768;PL.LRD;Small road;Thymelicus lineola;2
9889;PL.LRD;Between fields;Aphantopus hyperantus;2
9889;PL.LRD;Between fields;Boloria selene;1
9889;PL.LRD;Big road;Aglais urticae;4
9889;PL.LRD;Big road;Aphantopus hyperantus;10
9889;PL.LRD;Big road;Boloria selene;3
9889;PL.LRD;Big road;Brenthis ino;2
9889;PL.LRD;Big road;Coenonympha arcania;4
9889;PL.LRD;Big road;Ochlodes sylvanus;1
9889;PL.LRD;Big road;Thymelicus lineola;2
9889;PL.LRD;Pasture;Aphantopus hyperantus;14
9889;PL.LRD;Pasture;Argynnis paphia;1
9889;PL.LRD;Pasture;Boloria selene;5
9889;PL.LRD;Pasture;Brenthis ino;1
9889;PL.LRD;Pasture;Gonepteryx rhamni;1
9889;PL.LRD;Pasture;Lasiommata maera;2
9889;PL.LRD;Pasture;Melitaea athalia;1
9889;PL.LRD;Powerline;Aphantopus hyperantus;19
9889;PL.LRD;Powerline;Argynnis paphia;7
9889;PL.LRD;Powerline;Boloria euphrosyne;1
9889;PL.LRD;Powerline;Boloria selene;17
9889;PL.LRD;Powerline;Coenonympha arcania;4
9889;PL.LRD;Powerline;Erebia ligea;1
9889;PL.LRD;Powerline;Gonepteryx rhamni;3
9889;PL.LRD;Powerline;Inachis io;1
9889;PL.LRD;Powerline;Melitaea athalia;2
9889;PL.LRD;Powerline;Ochlodes sylvanus;3
9889;PL.LRD;Powerline;Pieris napi;1
9889;PL.LRD;Powerline;Plebejus argus;3
9889;PL.LRD;Powerline;Plebejus optilete;1
9889;PL.LRD;Powerline;Polyommatus amandus;1
9889;PL.LRD;Powerline;Thymelicus lineola;1
9889;PL.LRD;Small road;Aphantopus hyperantus;9
9889;PL.LRD;Small road;Argynnis paphia;1
9889;PL.LRD;Small road;Boloria selene;3
9889;PL.LRD;Small road;Coenonympha arcania;1
9889;PL.LRD;Small road;Lasiommata maera;5
9889;PL.LRD;Small road;Ochlodes sylvanus;3
9889;PL.LRD;Small road;Pieris brassicae;1
9889;PL.LRD;Small road;Polyommatus amandus;1
9931;NoPL.LRD;Between fields;Aglais urticae;4
