Landscape;Transect_type;Category;bf.sespd;bf.rich;bb.sespd;bb.rich;pp.sespd;pp.rich;TUVA;Powerline;Railway;Road;Public_road;Between_fields;Forest;Arable;Open_areas;Urban;Water;PL;RD
5834;Big road;PL.LRD;-0,624007894;8;-0,106909547;3;;;0,093455081;0,044790858;0;0,026441334;0,003135431;0,006699916;2,677986281;0,912420686;0,235070332;0;0;1;0
5834;Pasture;PL.LRD;-0,485945477;8;1,452951529;7;;;0,093455081;0,044790858;0;0,026441334;0,003135431;0,006699916;2,677986281;0,912420686;0,235070332;0;0;1;0
5834;Powerline;PL.LRD;-0,186857181;11;1,288271215;6;;;0,093455081;0,044790858;0;0,026441334;0,003135431;0,006699916;2,677986281;0,912420686;0,235070332;0;0;1;0
5834;Small road;PL.LRD;-0,836759731;14;-0,514977148;6;;;0,093455081;0,044790858;0;0,026441334;0,003135431;0,006699916;2,677986281;0,912420686;0,235070332;0;0;1;0
5847;Big road;NoPL.LRD;-0,613865244;13;-0,486366693;6;;;0,100248975;0;0;0,021725286;0,006090305;0;3,247498429;0,082665004;0,197884315;0;0,343887687;0;0
5847;Pasture;NoPL.LRD;-0,541166129;14;0,756377674;7;;;0,100248975;0;0;0,021725286;0,006090305;0;3,247498429;0,082665004;0,197884315;0;0,343887687;0;0
5847;Small road;NoPL.LRD;-0,668514583;10;1,233898874;3;;;0,100248975;0;0;0,021725286;0,006090305;0;3,247498429;0,082665004;0,197884315;0;0,343887687;0;0
6437;Between fields;NoPL.LRD;-0,088972063;7;-0,418916425;3;;;0,131034901;0;0;0,023166839;0,006115074;0,010467776;2,506795626;1,001637206;0,320782438;0;0;0;0
6437;Big road;NoPL.LRD;-0,775533621;3;-0,843994169;5;;;0,131034901;0;0;0,023166839;0,006115074;0,010467776;2,506795626;1,001637206;0,320782438;0;0;0;0
6437;Pasture;NoPL.LRD;-1,289250868;15;0,168025914;6;;;0,131034901;0;0;0,023166839;0,006115074;0,010467776;2,506795626;1,001637206;0,320782438;0;0;0;0
6437;Small road;NoPL.LRD;3,777754435;1;0,207147994;5;;;0,131034901;0;0;0,023166839;0,006115074;0,010467776;2,506795626;1,001637206;0,320782438;0;0;0;0
6836;Between fields;NoPL.HRD;0,269417831;5;-0,762521073;4;;;0,270530332;0;0;0,058178306;0,025499476;0,004091445;2,335125528;0,741937093;0,565375954;0;0;0;1
6836;Big road;NoPL.HRD;0;1;-1,571928345;2;;;0,270530332;0;0;0,058178306;0,025499476;0,004091445;2,335125528;0,741937093;0,565375954;0;0;0;1
6836;Pasture;NoPL.HRD;-1,296933055;8;0,01613635;2;;;0,270530332;0;0;0,058178306;0,025499476;0,004091445;2,335125528;0,741937093;0,565375954;0;0;0;1
6836;Small road;NoPL.HRD;-0,870287408;6;2,035983354;1;;;0,270530332;0;0;0,058178306;0,025499476;0,004091445;2,335125528;0,741937093;0,565375954;0;0;0;1
7073;Between fields;NoPL.LRD;-0,801834748;7;0;1;;;0,032844874;0;0;0,032908211;0,018416557;0,005228413;2,350427109;1,32733485;0,232839805;0;0;0;0
7073;Big road;NoPL.LRD;-0,53775856;4;0;1;;;0,032844874;0;0;0,032908211;0,018416557;0,005228413;2,350427109;1,32733485;0,232839805;0;0;0;0
7073;Pasture;NoPL.LRD;2,027583865;9;0,992773586;2;;;0,032844874;0;0;0,032908211;0,018416557;0,005228413;2,350427109;1,32733485;0,232839805;0;0;0;0
7073;Small road;NoPL.LRD;0,874617198;17;-0,120252097;3;;;0,032844874;0;0;0,032908211;0,018416557;0,005228413;2,350427109;1,32733485;0,232839805;0;0;0;0
7080;Between fields;PL.HRD;-0,821299234;3;-2,053750431;2;;;0,106485573;0,065738448;0;0,038417355;0,054582375;0,019193385;2,043524664;1,264899116;0,407158582;0;0;1;1
7080;Big road;PL.HRD;-2,272608739;2;-1,67033499;2;;;0,106485573;0,065738448;0;0,038417355;0,054582375;0,019193385;2,043524664;1,264899116;0,407158582;0;0;1;1
7080;Pasture;PL.HRD;-0,088590146;7;1,211138897;3;;;0,106485573;0,065738448;0;0,038417355;0,054582375;0,019193385;2,043524664;1,264899116;0,407158582;0;0;1;1
7080;Powerline;PL.HRD;1,226225081;11;0,96552514;2;;;0,106485573;0,065738448;0;0,038417355;0,054582375;0,019193385;2,043524664;1,264899116;0,407158582;0;0;1;1
7080;Small road;PL.HRD;0,700596738;7;0;1;;;0,106485573;0,065738448;0;0,038417355;0,054582375;0,019193385;2,043524664;1,264899116;0,407158582;0;0;1;1
7103;Between fields;PL.HRD;-1,166746794;8;1,382012621;3;;;0,105186336;0,132514889;0;0,04944814;0,022409677;0,018387366;2,021768024;1,296538863;0,331511021;6,70E-05;0,02288239;1;1
7103;Big road;PL.HRD;0,377817612;5;0,992773586;2;;;0,105186336;0,132514889;0;0,04944814;0,022409677;0,018387366;2,021768024;1,296538863;0,331511021;6,70E-05;0,02288239;1;1
7103;Pasture;PL.HRD;-0,250783197;6;-0,926085021;3;;;0,105186336;0,132514889;0;0,04944814;0,022409677;0,018387366;2,021768024;1,296538863;0,331511021;6,70E-05;0,02288239;1;1
7103;Powerline;PL.HRD;-0,78440425;19;1,1267562;5;;;0,105186336;0,132514889;0;0,04944814;0,022409677;0,018387366;2,021768024;1,296538863;0,331511021;6,70E-05;0,02288239;1;1
7103;Small road;PL.HRD;-0,869905036;4;-0,078945336;2;;;0,105186336;0,132514889;0;0,04944814;0,022409677;0,018387366;2,021768024;1,296538863;0,331511021;6,70E-05;0,02288239;1;1
7411;Between fields;NoPL.LRD;0,489364079;6;-0,010806097;2;;;0,073187464;0;0;0,018312556;0,009524073;0,00848423;2,567855622;1,126116347;0,196519485;0;0;0;0
7411;Big road;NoPL.LRD;-0,946666938;4;0,140541066;5;;;0,073187464;0;0;0,018312556;0,009524073;0,00848423;2,567855622;1,126116347;0,196519485;0;0;0;0
7411;Pasture;NoPL.LRD;0,131473177;13;-1,754145644;5;;;0,073187464;0;0;0,018312556;0,009524073;0,00848423;2,567855622;1,126116347;0,196519485;0;0;0;0
7411;Small road;NoPL.LRD;0;1;-0,106436414;2;;;0,073187464;0;0;0,018312556;0,009524073;0,00848423;2,567855622;1,126116347;0,196519485;0;0;0;0
8329;Between fields;NoPL.LRD;-1,222874777;10;0,962903474;2;;;0,102869064;0;0;0,027016589;0,005414368;0,009981786;2,437323054;1,042267162;0,375127731;0;0;0;0
8329;Big road;NoPL.LRD;-0,093528378;7;0,942841884;2;;;0,102869064;0;0;0,027016589;0,005414368;0,009981786;2,437323054;1,042267162;0,375127731;0;0;0;0
8329;Pasture;NoPL.LRD;-1,51113144;6;-1,67033499;2;;;0,102869064;0;0;0,027016589;0,005414368;0,009981786;2,437323054;1,042267162;0,375127731;0;0;0;0
8329;Small road;NoPL.LRD;-1,811337768;3;-2,32022749;3;;;0,102869064;0;0;0,027016589;0,005414368;0,009981786;2,437323054;1,042267162;0,375127731;0;0;0;0
8337;Between fields;NoPL.HRD;-0,71717294;4;-0,680286003;3;;;0,175302848;0;0;0,057842758;0,0399156;0,007244989;2,118198353;1,281044416;0,320450898;0;0;0;1
8337;Big road;NoPL.HRD;0,404017939;6;0;0;;;0,175302848;0;0;0,057842758;0,0399156;0,007244989;2,118198353;1,281044416;0,320450898;0;0;0;1
8337;Pasture;NoPL.HRD;-0,254694249;11;0,82301238;6;;;0,175302848;0;0;0,057842758;0,0399156;0,007244989;2,118198353;1,281044416;0,320450898;0;0;0;1
8337;Small road;NoPL.HRD;-0,710613539;17;-0,081911385;3;;;0,175302848;0;0;0,057842758;0,0399156;0,007244989;2,118198353;1,281044416;0,320450898;0;0;0;1
8768;Between fields;PL.LRD;-1,65683286;8;-1,616182456;5;;;0,076294909;0,220464678;0;0,025079792;0;0,013939601;2,467547304;1,05444965;0,14222392;0;0;1;0
8768;Big road;PL.LRD;-0,97937526;9;1,248970555;3;;;0,076294909;0,220464678;0;0,025079792;0;0,013939601;2,467547304;1,05444965;0,14222392;0;0;1;0
8768;Pasture;PL.LRD;-1,190233751;10;0;1;;;0,076294909;0,220464678;0;0,025079792;0;0,013939601;2,467547304;1,05444965;0,14222392;0;0;1;0
8768;Powerline;PL.LRD;0,755192017;19;-0,417503097;7;;;0,076294909;0,220464678;0;0,025079792;0;0,013939601;2,467547304;1,05444965;0,14222392;0;0;1;0
8768;Small road;PL.LRD;0,08000628;10;-0,493103287;6;;;0,076294909;0,220464678;0;0,025079792;0;0,013939601;2,467547304;1,05444965;0,14222392;0;0;1;0
9889;Between fields;PL.LRD;-0,860949855;2;0;1;;;0,360870255;0,043947037;0;0,002096794;0,017887268;0,006668343;2,312360679;0,533077701;0,711021184;0;0,012219784;1;0
9889;Big road;PL.LRD;-1,33481863;7;-0,999702398;8;;;0,360870255;0,043947037;0;0,002096794;0,017887268;0,006668343;2,312360679;0,533077701;0,711021184;0;0,012219784;1;0
9889;Pasture;PL.LRD;-1,110738953;7;-1,616182456;5;;;0,360870255;0,043947037;0;0,002096794;0,017887268;0,006668343;2,312360679;0,533077701;0,711021184;0;0,012219784;1;0
9889;Powerline;PL.LRD;-0,899942885;15;0,174760359;5;;;0,360870255;0,043947037;0;0,002096794;0,017887268;0,006668343;2,312360679;0,533077701;0,711021184;0;0,012219784;1;0
9889;Small road;PL.LRD;0,269489886;8;-0,654220126;6;;;0,360870255;0,043947037;0;0,002096794;0,017887268;0,006668343;2,312360679;0,533077701;0,711021184;0;0,012219784;1;0
9931;Between fields;NoPL.LRD;-0,01010329;11;-2,32022749;3;;;0,051572206;0;0;0,023652618;0,005435912;0,007534584;3,191873059;0,534961286;0,184329424;0;0,000640654;0;0
9931;Big road;NoPL.LRD;0,206002727;8;-1,235801962;7;;;0,051572206;0;0;0,023652618;0,005435912;0,007534584;3,191873059;0,534961286;0,184329424;0;0,000640654;0;0
9931;Pasture;NoPL.LRD;-2,258598715;10;-1,170490411;5;;;0,051572206;0;0;0,023652618;0,005435912;0,007534584;3,191873059;0,534961286;0,184329424;0;0,000640654;0;0
9931;Small road;NoPL.LRD;-0,779218209;11;-0,146825142;9;;;0,051572206;0;0;0,023652618;0,005435912;0,007534584;3,191873059;0,534961286;0,184329424;0;0,000640654;0;0
10099;Big road;NoPL.HRD;-1,404765247;7;0,945249932;2;;;0,097414341;0;0;0,051681714;0,027058679;0,000591272;2,850376134;0,043402517;0,875270627;0;0,054204688;0;1
10099;Pasture;NoPL.HRD;-1,180226241;10;1,147923791;6;;;0,097414341;0;0;0,051681714;0,027058679;0,000591272;2,850376134;0,043402517;0,875270627;0;0,054204688;0;1
10099;Small road;NoPL.HRD;-1,790156328;13;-0,128345911;5;;;0,097414341;0;0;0,051681714;0,027058679;0,000591272;2,850376134;0,043402517;0,875270627;0;0,054204688;0;1
10156;Big road;PL.LRD;0,399784465;19;-0,455162159;6;;;0,276434396;0,179753902;0;0,029550376;0;0,003047941;3,169715484;0,109393522;0,186790197;0;0,04531399;1;0
10156;Pasture;PL.LRD;-0,793737066;5;-0,035704945;2;;;0,276434396;0,179753902;0;0,029550376;0;0,003047941;3,169715484;0,109393522;0,186790197;0;0,04531399;1;0
10156;Powerline;PL.LRD;0,208021762;12;0,001767999;5;;;0,276434396;0,179753902;0;0,029550376;0;0,003047941;3,169715484;0,109393522;0,186790197;0;0,04531399;1;0
10156;Small road;PL.LRD;-0,802104251;14;0,197209417;5;;;0,276434396;0,179753902;0;0,029550376;0;0,003047941;3,169715484;0,109393522;0,186790197;0;0,04531399;1;0
